from,to
13,876328
13,36960
13,807990
13,318136
13,69083
13,487593
13,121288
13,756408
13,732741
13,301947
13,575470
13,298314
13,904913
13,654643
13,842162
13,503824
13,273292
13,309036
13,327220
13,157079
13,332180
13,818194
13,608928
13,418530
13,422974
13,143673
13,626439
13,132334
13,604060
13,379868
13,372406
13,845262
13,849435
13,832457
13,359199
13,834531
13,21394
13,437593
13,593102
13,153428
13,446437
13,336829
13,505449
13,26933
13,273089
13,852237
13,914299
13,909316
13,177207
13,104279
13,806291
13,257316
13,514176
13,908351
13,20
13,260584
13,667114
13,267226
13,711413
13,560307
13,869443
13,670568
13,677378
15,460382
15,668845
15,830774
15,639906
15,859227
15,243547
15,518054
15,562164
15,322785
15,44788
15,451817
15,711582
15,523930
15,130698
15,518754
15,571169
15,371984
15,498736
15,610200
15,268368
15,795462
15,701637
15,888999
15,661693
15,567443
15,118607
15,308153
15,99387
15,16586
15,663461
15,422877
15,390257
15,43847
15,179147
15,372067
15,771890
16,885206
16,762378
16,911584
16,825693
16,360659
16,592237
16,644379
16,442179
16,710554
16,791375
16,515348
16,672658
16,162660
16,828963
16,508713
16,324745
16,752488
16,666667
16,795024
17,31662
17,785636
17,793999
17,691178
17,204549
17,624634
17,393587
17,200397
17,202339
17,703024
17,163837
17,294793
17,166669
17,278865
17,185274
17,271219
17,34341
17,653440
17,40033
17,893137
17,337049
17,901564
17,33881
17,647961
17,711228
17,323069
17,796519
17,705919
17,218912
17,171392
17,210617
17,311383
17,650529
17,650965
17,304693
17,372152
17,303773
17,688104
17,675171
17,205921
17,269855
17,541711
17,48027
17,727192
17,551829
17,96828
17,521375
17,442638
17,861125
17,501061
17,520315
17,878276
17,520215
17,127713
17,452404
17,516707
17,459348
17,876722
17,590190
17,19354
17,859607
17,48729
17,467429
17,468271
17,582155
17,474653
17,474858
17,477685
17,739927
17,504455
17,116209
17,501598
17,725759
17,546581
17,520936
17,529106
17,17783
17,535522
17,421126
17,543986
17,544424
17,413735
17,545693
17,854482
17,724847
18,684197
18,196396
18,661925
18,743796
18,512792
18,34
18,515069
18,516143
18,20074
18,508053
18,914555
18,113861
18,906306
18,282645
18,657970
18,88767
18,658888
18,277198
18,863895
18,89104
18,805094
18,870033
18,659499
18,190098
18,573034
18,269822
18,536400
18,545384
18,865960
18,667417
18,528720
18,105019
18,62856
18,226587
18,211792
18,225879
18,802402
18,211891
18,909041
18,681921
18,682004
18,213953
18,105102
18,686504
18,526364
18,63254
18,869253
18,672569
18,517327
18,517756
18,804226
18,246940
18,43252
18,95460
18,34207
18,53962
18,529563
18,239480
18,237173
18,33882
18,546184
18,528797
18,910225
18,216286
18,290399
18,610601
18,871843
18,380560
18,12199
18,379504
18,81997
18,131626
18,818382
18,603015
18,781983
18,425876
18,367501
18,362158
18,430708
18,431311
18,643018
18,129906
18,881092
18,728753
18,84549
18,8834
18,351580
18,633497
18,387293
18,776168
18,612400
18,405329
18,402134
18,724629
18,776017
18,80528
18,888031
18,386890
18,621171
18,134965
18,775552
18,390239
18,884155
18,833408
18,424853
18,883440
18,717491
18,886971
18,351068
18,23227
18,342492
18,467247
18,309104
18,308127
18,477577
18,652143
18,732742
18,756724
18,479889
18,758307
18,904744
18,411410
18,495833
18,498271
18,499691
18,163856
18,297073
18,117991
18,26487
18,14571
18,701187
18,318401
18,321164
18,785394
18,442711
18,445245
18,878262
18,335537
18,591044
18,334539
18,902499
18,127984
18,645885
18,159305
18,590657
18,69743
18,452611
18,455043
18,160338
18,461065
18,462195
18,463967
18,291224
18,396121
19,4
20,13
21,354154
21,550146
21,34765
21,552387
21,558682
21,561020
21,569541
21,571808
21,572100
21,783498
21,289256
21,579954
21,581617
21,777932
21,590768
21,776322
21,40142
21,84058
21,602912
21,604734
21,549001
21,797327
21,297777
21,804274
21,117070
21,502484
21,502848
21,116335
21,504769
21,212718
21,30082
21,310096
21,30457
21,110110
21,517829
21,308700
21,518343
21,518617
21,815787
21,811123
21,532155
21,533609
21,805694
21,80115
21,276257
21,763474
21,77945
21,667688
21,240397
21,262880
21,724721
21,722904
21,50742
21,715540
21,715506
21,677723
21,681150
21,682873
21,683014
21,711442
21,709986
21,709685
21,689371
21,690086
21,701963
21,248047
21,66521
21,49865
21,666797
21,239303
21,42437
21,42606
21,76969
21,274149
21,748197
21,630320
21,273676
21,633706
21,635893
21,835689
21,744789
21,72666
21,269505
21,741590
21,740358
21,236135
21,268857
21,657277
21,736057
21,267221
21,233079
21,839398
21,697863
21,871484
21,210477
21,147482
21,3677
21,185067
21,865644
21,873015
21,863266
21,850616
21,891878
21,322270
21,18226
21,208150
21,183063
21,406923
21,338458
21,476682
21,420666
21,910916
21,332380
21,493109
21,314621
21,492643
21,450593
21,211089
21,485986
21,909481
21,129775
21,332592
21,893599
21,893642
21,425769
21,397126
21,421428
21,890731
22,653847
22,652419
22,653766
22,405416
22,73943
22,336879
22,406951
22,271187
22,641919
22,414656
22,335840
22,68703
22,334542
22,135584
22,421829
22,627497
22,624323
22,275901
22,426296
22,68843
22,168773
22,659637
22,656338
22,64309
22,349999
22,372865
22,371814
22,366673
22,684556
22,261537
22,366358
22,690866
22,251691
22,359174
22,692149
22,251189
22,353718
22,359785
22,654414
22,670167
22,669320
22,402414
22,657873
22,658333
22,658785
22,142303
22,389739
22,373642
22,65829
22,262904
22,667883
22,342921
22,379333
22,347624
22,374263
22,384311
22,620160
22,500197
22,619175
22,103468
22,303130
22,465704
22,465399
22,534822
22,163542
22,464597
22,535024
22,250518
22,542465
22,543977
22,298303
22,99379
22,548419
22,548886
22,471175
22,124908
22,526892
22,521293
22,498018
22,486980
22,162220
22,483386
22,505527
22,479677
22,114270
22,511964
22,121202
22,162431
22,110506
22,122754
22,476261
22,321105
22,520379
22,523463
22,126013
22,296191
22,126108
22,442918
22,285090
22,589030
22,591790
22,128969
22,330762
22,441591
22,598848
22,600771
22,440563
22,312733
22,608146
22,79864
22,437969
22,617914
22,585435
22,585091
22,583133
22,128910
22,550276
22,164147
22,455010
22,450711
22,558802
22,449951
22,291459
22,436225
22,567118
22,128767
22,446121
22,165035
22,575717
22,576072
22,87899
22,580063
22,128562
22,100352
22,642050
22,38808
22,821162
22,738428
22,863926
22,21053
22,215968
22,901245
22,733870
22,787625
22,789969
22,239736
22,790550
22,835559
22,855832
22,21474
22,776601
22,175563
22,908568
22,738994
22,783479
22,11630
22,857590
22,897513
22,747411
22,861072
22,773200
22,27951
22,780805
22,897990
22,898230
22,771207
22,233513
22,898337
22,741151
22,739419
22,750824
22,725976
22,191146
22,759558
22,853118
22,762145
22,713099
22,200291
22,23285
22,848506
22,212719
22,222807
22,912548
22,220611
22,706477
22,802744
22,846102
22,700840
22,822722
22,765871
22,913606
22,713255
22,45882
22,912002
22,725446
22,725328
22,792924
22,816111
22,35334
22,223045
22,825269
22,53
22,803349
22,13505
22,850587
22,23422
22,697423
23,890685
23,515273
23,284074
23,449166
23,213454
23,395540
23,595613
23,399699
23,608629
23,769749
23,882715
23,776695
23,427981
23,221354
23,33668
23,544131
23,97652
23,533721
23,183182
23,796553
23,12444
23,795274
23,105248
23,163213
23,881775
23,90300
23,608732
23,783666
23,335996
23,88223
23,136840
23,38399
23,780480
23,327226
23,820121
23,776339
23,228116
23,505488
23,894968
23,649653
23,236707
23,376410
23,903434
23,266939
23,67314
23,67003
23,49438
23,722263
23,262023
23,742770
23,671849
23,488727
23,681395
23,257041
23,59809
23,685944
23,355968
23,481408
23,705189
23,355399
23,700113
23,123577
23,310842
23,738198
23,755624
23,615691
23,507545
23,617366
23,824629
23,763815
23,758288
23,77737
23,452027
23,155786
23,160425
23,639822
23,628792
23,749027
23,629265
23,390262
23,535861
23,747246
24,106158
24,466013
24,643953
24,767842
24,9299
24,504140
24,502888
24,816778
24,813654
24,719852
24,141906
24,859714
24,433345
24,874931
24,385135
24,213985
24,146877
24,692306
24,871807
24,110992
24,407803
24,378675
24,415220
24,455691
24,262202
24,559658
24,65406
24,148246
24,142917
24,418266
24,745938
24,566461
24,68038
24,345489
24,524179
24,860578
25,524135
25,303197
25,441852
25,27846
25,848995
25,459448
25,914842
25,906249
25,153967
25,407851
25,391467
25,274064
25,186630
25,598068
25,244254
25,639576
25,292541
25,9579
25,559462
25,173896
25,779319
25,419778
25,281234
25,642780
25,796011
25,55030
25,604861
25,133087
25,607751
25,132001
25,13825
25,798597
25,764782
25,368070
25,642563
26,175140
26,900003
26,780355
26,224864
26,240396
26,316341
26,866449
26,96847
26,97056
26,129991
26,839729
27,380942
27,167262
27,47401
27,265105
27,479492
27,840474
27,675403
27,377410
27,286493
27,885553
27,135295
27,96333
27,440998
27,701137
27,466467
27,818304
28,666029
28,487365
28,151230
28,198076
28,621670
28,537900
28,32595
28,328478
28,571145
28,639233
28,600370
28,40646
28,324382
28,616640
28,621034
29,351501
29,429054
29,202128
29,417121
29,859206
29,362199
29,15281
29,394425
29,846221
29,102704
29,799534
29,70801
29,505150
29,281482
29,310385
29,213041
29,730073
29,502809
29,621265
29,747712
29,236907
29,574200
29,635055
29,525655
29,46977
29,623651
29,97663
29,808946
29,500538
29,714381
29,839849
29,297188
29,496592
29,211039
29,166222
29,493046
29,579329
29,223290
29,794815
29,291879
30,400293
30,146952
30,353959
30,756398
30,889158
30,404015
30,606056
30,192662
30,766528
30,581489
30,161448
30,377928
30,379664
30,692192
30,708826
30,687325
30,686425
30,187293
30,709232
30,684544
30,680463
30,679725
30,367053
30,648602
30,370275
30,727325
30,351029
30,908214
30,663949
30,734568
30,736034
30,736915
30,737266
30,268527
30,650162
30,726720
30,415615
30,572945
30,529018
30,307844
30,867457
30,808816
30,808756
30,806752
30,435615
30,100729
30,163614
30,856818
30,518369
30,851608
30,119701
30,536264
30,177766
30,848635
30,124509
30,841894
30,562394
30,564863
30,157394
30,474935
30,849174
30,211228
30,161360
31,824157
31,859136
31,513319
31,20747
31,354993
31,514756
31,858399
31,150538
31,832757
31,370592
31,152422
31,716740
31,501326
31,836396
31,679506
31,832292
31,719514
31,785412
31,522844
31,478465
31,882132
31,575885
31,138757
31,777789
31,589757
31,796252
31,798474
31,880108
31,599130
31,401232
31,99085
31,541901
31,604537
31,537887
31,605650
31,613606
31,874027
31,744556
31,144669
31,871745
31,441612
31,648987
31,38397
31,104370
31,816336
31,694086
31,94252
31,213338
31,290763
31,265970
31,273286
31,211661
31,178799
31,198960
31,351488
31,337699
31,191278
31,166776
31,340131
32,25870
32,557638
32,637205
32,25410
32,832356
32,638338
32,721816
32,385596
32,848617
32,554948
32,461659
32,851358
32,124536
32,167455
32,375621
32,297588
32,860335
32,17725
32,201264
32,866602
32,301749
32,712217
32,710983
32,869115
32,241793
32,572665
32,51633
32,72533
32,280305
32,601142
32,401156
32,757912
32,229993
32,231014
32,42966
32,275377
32,274848
32,35459
32,409753
32,589763
32,796654
32,450832
32,395214
32,588708
32,222482
32,823678
32,822915
32,289259
32,215367
32,631973
32,86280
32,733696
32,813819
32,630872
32,808749
32,629159
32,32921
32,625905
32,285573
32,339598
32,168352
32,22128
32,513706
32,887915
32,517389
32,701062
32,654197
32,891240
32,515698
32,894471
32,56251
32,68699
32,531380
32,505912
32,490263
32,310586
32,7186
32,131664
32,479713
32,494100
32,670397
32,48
32,354169
32,882454
32,911630
32,524209
32,872022
32,13809
32,650369
32,707188
33,187829
33,854445
34,18
36,455271
36,488181
36,902889
36,769309
36,229305
36,391461
36,368035
36,397905
36,94127
36,778072
36,595359
36,637825
36,233019
36,714588
36,357656
36,285042
36,546829
36,421671
36,338258
36,722714
36,297289
36,547329
36,736140
36,274509
36,241611
37,492925
37,707694
37,231194
37,530661
37,650233
37,394877
37,813612
37,276135
37,321242
37,129904
37,867933
37,737680
37,668144
37,738634
37,528547
37,266531
37,313646
37,851219
37,223831
37,155507
37,609558
37,886655
37,226751
37,557785
37,381235
37,558791
37,292755
37,554773
37,547457
37,564521
37,354001
37,574321
37,512994
37,769857
37,761556
37,351917
37,197180
37,267135
37,56576
37,895629
37,612116
37,426775
37,41254
37,442228
37,829468
38,611265
38,680996
38,408357
38,616649
38,330297
38,131029
38,763644
38,765216
38,758553
38,246648
38,668537
38,129905
38,644712
38,643033
38,717657
38,417194
38,704416
38,703332
38,651508
38,55853
38,654451
38,49882
38,632511
38,331333
38,732203
38,415474
38,696459
38,732327
38,238588
38,736127
38,693180
38,692212
38,67397
38,630539
38,690766
38,264704
38,440892
38,47312
38,687543
38,410429
38,670602
38,733840
38,806389
38,403262
38,531193
38,531415
38,351031
38,868454
38,534072
38,538936
38,859329
38,465391
38,544549
38,547114
38,21585
38,147296
38,210889
38,125212
38,561980
38,562185
38,443139
38,563328
38,384960
38,459074
38,458892
38,199715
38,469708
38,196159
38,109147
38,913315
38,315516
38,912784
38,43
38,497170
38,356173
38,909517
38,120113
38,161789
38,5667
38,568104
38,904602
38,189462
38,309554
38,151019
38,360877
38,110671
38,363498
38,364297
38,321004
38,194264
38,517918
38,902997
38,386024
38,674274
38,826191
38,588774
38,589765
38,86091
38,444903
38,592554
38,227515
38,793505
38,397699
38,212642
38,792837
38,36325
38,224275
38,594700
38,603973
38,325684
38,597322
38,780250
38,802428
38,225554
38,804197
38,608724
38,573780
38,573791
38,452627
38,576553
38,127507
38,285706
38,813177
38,337695
38,86122
38,32919
38,609326
38,807475
38,259083
38,582240
38,808590
38,38597
40,499494
40,140034
40,404952
40,444534
40,159778
40,895521
40,336590
40,628810
40,804350
41,75473
41,550571
41,543271
41,65137
41,79351
41,619700
41,165103
41,500180
41,519431
41,432906
41,516776
41,116198
41,597428
41,82213
41,510745
41,304212
41,562310
41,186931
41,170088
41,418155
41,20835
41,316024
41,855590
41,772021
41,381932
41,211878
41,240138
41,831096
41,822737
41,817254
41,349604
41,814941
41,740268
41,800011
41,750289
41,409119
41,755286
41,799132
41,175650
41,407610
41,396556
41,766103
41,140186
41,810446
41,867450
41,22542
41,14791
41,59451
41,894141
41,372296
41,891714
41,59330
41,699993
41,351574
41,248066
41,880417
41,882782
42,178983
42,232911
42,741005
42,274428
42,123804
42,181398
42,691463
42,912178
42,193068
42,486172
42,399263
42,842118
42,193988
42,737110
43,38
44,604744
44,795680
44,494138
44,280559
44,785033
44,222485
44,119641
44,893823
44,356683
44,317862
44,323559
44,192418
44,389602
44,818349
44,563108
44,840054
44,292595
44,376121
44,107261
44,874149
44,480734
44,770637
44,119754
44,243362
44,173051
44,171754
44,723551
44,681938
44,252988
44,770205
44,170990
47,228993
47,459462
47,172333
47,844236
47,55760
47,38025
47,871512
47,575946
47,438491
47,354815
47,171147
47,509592
48,32
51,416661
51,461279
51,384666
51,413834
51,387992
51,452291
51,844281
51,696155
51,847171
51,671193
51,331834
51,856681
51,437492
51,597547
51,498805
51,498700
51,344467
51,870284
51,556129
53,22
54,707610
54,51137
54,852528
54,723730
54,837337
54,385358
54,702975
54,535081
54,161143
54,548707
54,402912
54,439330
54,341092
54,186973
54,670805
54,600540
54,778003
54,793696
54,229250
54,801615
54,7969
54,254141
54,514446
54,822801
54,865075
54,676514
56,29383
56,54008
56,769576
56,110177
56,353723
56,228063
56,295441
56,900661
56,223960
56,815510
56,619109
56,334046
56,624147
56,479423
56,903485
56,411807
56,895872
56,708059
56,645609
57,308810
57,353531
57,497012
57,681970
57,58543
57,15686
57,354640
57,817340
57,557213
57,619817
57,280351
57,280923
57,851519
57,288143
57,850502
58,270516
58,908350
58,907463
58,312725
58,311610
58,907213
58,756069
58,33320
58,582728
58,264763
58,760138
58,225347
58,601113
58,611453
58,220225
58,776711
58,496670
58,313482
58,40141
58,81985
58,493110
58,604596
58,768788
58,606865
58,40274
58,227661
58,687219
58,629379
58,286373
58,580946
58,544664
58,648523
58,302847
58,870064
58,209111
58,244320
58,872680
58,872914
58,525155
58,268960
58,877558
58,523682
58,306206
58,211547
58,519184
58,725909
58,162633
58,11779
58,567426
58,833289
58,729910
58,290863
58,656158
58,824509
58,249351
58,514034
58,238365
58,513364
58,867231
58,629941
58,851744
58,641484
58,431594
58,156950
58,455784
58,448674
58,424266
58,481352
58,361765
58,435905
58,373663
58,486006
58,398639
58,402132
58,442709
58,407693
2937,2
3677,21
5667,38
7186,32
7235,13
7969,54
8517,1
8834,18
9262,9
9299,24
9579,25
9925,7
10245,2
10897,11
11342,0
11630,22
11779,58
12199,18
12444,23
13505,22
13593,7
13809,32
13825,25
14456,1
14571,18
14791,41
15281,29
15455,5
15686,57
16586,15
17517,7
17725,32
17783,17
18226,21
19354,17
19576,7
20074,18
20747,31
20835,41
21053,22
21394,13
21474,22
21585,38
22128,32
22542,41
23227,18
23285,22
23422,22
25410,32
25870,32
26487,18
26933,13
27469,0
27846,25
27951,22
29383,56
30082,21
30457,21
30957,2
31180,9
31662,17
32595,28
32919,38
32921,32
33023,1
33210,4
33320,58
33668,23
33881,17
33882,18
34207,18
34341,17
34765,21
35334,22
35459,32
36325,38
36960,13
38025,47
38397,31
38399,23
38597,38
38716,0
38808,22
39733,5
39916,7
40033,17
40141,58
40142,21
40274,58
40379,7
40646,28
41254,37
42021,11
42437,21
42606,21
42966,32
43252,18
43343,7
43847,15
43911,7
44695,4
44788,15
45882,22
46123,7
46977,29
47312,38
47401,27
47995,4
48027,17
48495,10
48729,17
49438,23
49865,21
49882,38
49988,10
50086,11
50742,21
51137,54
51573,1
51633,32
52105,4
53051,1
53962,18
54008,56
55030,25
55760,47
55853,38
55948,8
56251,32
56576,37
57818,7
58543,57
59330,41
59451,41
59809,23
61510,7
62391,4
62856,18
63254,18
64096,4
64308,7
64309,22
65137,41
65406,24
65829,22
66521,21
67003,23
67314,23
67397,38
68038,24
68699,32
68703,22
68843,22
69083,13
69209,1
69743,18
70801,29
71130,11
72533,32
72666,21
72960,4
73943,22
74718,9
75039,7
75364,11
75473,41
75753,4
76969,21
77737,23
77945,21
79146,4
79351,41
79864,22
80115,21
80528,18
81548,5
81985,58
81997,18
82098,5
82213,41
82615,4
84058,21
84549,18
85196,4
85506,10
86022,5
86091,38
86122,38
86280,32
86833,7
87899,22
88223,23
88767,18
89104,18
89958,2
90300,23
91681,4
91807,0
94127,36
94252,31
94430,10
95460,18
95579,11
95866,9
96333,27
96828,17
96847,26
97056,26
97652,23
97663,29
99085,31
99379,22
99387,15
100352,22
100459,4
100729,30
100774,10
102704,29
103137,4
103468,22
104279,13
104370,31
105019,18
105102,18
105248,23
105322,11
106158,24
107219,2
107261,44
107295,7
109147,38
109252,10
109447,7
109681,4
109781,5
110110,21
110177,56
110506,22
110671,38
110992,24
111099,11
112028,0
113861,18
114270,22
115712,11
116198,41
116209,17
116335,21
117070,21
117991,18
118607,15
119641,44
119701,30
119754,44
119755,6
120113,38
121202,22
121288,13
122754,22
123577,23
123804,42
124446,4
124509,30
124536,32
124664,7
124908,22
125212,38
126013,22
126108,22
127507,38
127713,17
127984,18
128562,22
128767,22
128910,22
128969,22
129774,10
129775,21
129904,37
129905,38
129906,18
129991,26
130331,4
130698,15
131029,38
131626,18
131664,32
132001,25
132334,13
133087,25
133180,5
134964,10
134965,18
135295,27
135584,22
136144,2
136593,0
136840,23
137136,2
138757,31
139221,8
139972,4
140034,40
140186,41
140825,4
141417,5
141906,24
142303,22
142917,24
143673,13
144669,31
145948,5
146877,24
146952,30
147296,38
147482,21
148246,24
149560,4
150176,1
150538,31
151019,38
151230,28
152422,31
153428,13
153967,25
155507,37
155786,23
156401,4
156950,58
157079,13
157394,30
158986,7
159305,18
159778,40
160306,11
160338,18
160425,23
160614,7
161143,54
161360,30
161448,30
161789,38
162220,22
162431,22
162633,58
162660,16
163213,23
163524,2
163542,22
163614,30
163837,17
163856,18
164147,22
164684,1
165035,22
165103,41
166222,29
166669,17
166776,31
167262,27
167455,32
167833,7
168352,32
168773,22
168798,7
170088,41
170194,4
170990,44
171147,47
171392,17
171754,44
172333,47
172589,11
173051,44
173772,7
173876,5
173896,25
173976,4
174836,7
175140,26
175563,22
175650,41
176209,5
177207,13
177631,6
177766,30
178799,31
178815,2
178983,42
179147,15
181398,42
181848,10
183063,21
183182,23
184896,1
184984,1
185067,21
185274,17
186630,25
186931,41
186973,54
187293,30
187770,1
187829,33
188708,6
189159,9
189348,1
189462,38
190098,18
190733,2
191146,22
191278,31
192418,44
192662,30
193068,42
193988,42
194264,38
194746,10
196159,38
196396,18
197180,37
198076,28
198960,31
199715,38
200291,22
200397,17
201264,32
202128,29
202191,1
202339,17
203402,1
204549,17
205921,17
206575,7
206688,2
208150,21
208814,1
209111,58
210477,21
210617,17
210889,38
211039,29
211089,21
211228,30
211547,58
211661,31
211792,18
211878,41
211891,18
212642,38
212718,21
212719,22
213041,29
213338,31
213454,23
213953,18
213985,24
215367,32
215968,22
216203,11
216286,18
218912,17
219773,5
220225,58
220611,22
221354,23
222482,32
222485,44
222807,22
223045,22
223236,1
223290,29
223831,37
223960,56
224275,38
224748,11
224864,26
225347,58
225530,1
225554,38
225879,18
226374,7
226587,18
226751,37
227011,7
227153,9
227515,38
227661,58
228063,56
228116,23
228993,47
229250,54
229305,36
229993,32
230497,7
231014,32
231194,37
231693,7
232911,42
233019,36
233079,21
233196,4
233513,22
235849,0
236135,21
236707,23
236907,29
237173,18
238365,58
238588,38
239303,21
239480,18
239736,22
240041,1
240138,41
240396,26
240397,21
240511,4
241611,36
241793,32
242328,4
243362,44
243547,15
244254,25
244320,58
246648,38
246940,18
247201,9
247520,7
248047,21
248066,41
249351,58
250518,22
251189,22
251691,22
252988,44
254141,54
254344,9
254657,9
255894,7
257041,23
257316,13
259083,38
259179,9
260584,13
261537,22
262023,23
262202,24
262880,21
262904,22
264704,38
264763,58
265105,27
265970,31
266531,37
266939,23
267135,37
267221,21
267226,13
268108,4
268368,15
268527,30
268857,21
268960,58
269505,21
269822,18
269855,17
270516,58
271187,22
271219,17
273089,13
273286,31
273292,13
273676,21
274064,25
274149,21
274428,42
274509,36
274848,32
275377,32
275901,22
276135,37
276233,1
276257,21
277198,18
278865,17
280305,32
280351,57
280521,7
280559,44
280605,11
280923,57
281234,25
281482,29
282645,18
284074,23
284798,10
284930,1
285042,36
285090,22
285573,32
285706,38
286373,58
286493,27
286930,5
288143,57
289256,21
289259,32
290399,18
290763,31
290863,58
291224,18
291459,22
291879,29
292541,25
292595,44
292755,37
294679,11
294793,17
295441,56
296191,22
297073,18
297188,29
297289,36
297588,32
297777,21
298303,22
298314,13
300279,5
301749,32
301947,13
302178,4
302284,0
302847,58
303045,1
303130,22
303197,25
303773,17
304212,41
304693,17
305428,7
306206,58
307844,30
308127,18
308153,15
308700,21
308810,57
309036,13
309104,18
309554,38
309564,0
310096,21
310299,9
310385,29
310586,32
310676,10
310842,23
311383,17
311610,58
312725,58
312733,22
313482,58
313646,37
314621,21
315516,38
316024,41
316341,26
317409,4
317571,13
317862,44
318136,13
318401,18
321004,38
321105,22
321164,18
321242,37
322178,0
322270,21
322785,15
323069,17
323256,4
323559,44
324382,28
324745,16
325684,38
327220,13
327226,23
328478,28
330297,38
330762,22
331202,8
331333,38
331834,51
332180,13
332380,21
332494,5
332592,21
332640,10
333064,8
334046,56
334309,1
334539,18
334542,22
335537,18
335840,22
335996,23
336590,40
336829,13
336879,22
337049,17
337695,38
337699,31
338258,36
338360,7
338458,21
338481,4
339598,32
340131,31
341092,54
342492,18
